Data point number,Authors,Paper name,Year,Journal,Country of authors' affiliation,Channel hydraulic diameter [mm],Channel lenght [mm],Channel boundary conditions,Channel cross section type,Channel cross section aspect ratio,Ignition location,Initial temperature [K],Initial pressure [bar],H2 [% v/v],CH4 [% v/v],C2H2 [% v/v],C2H4 [% v/v],C2H6 [% v/v],C3H8 [% v/v],C4H10 [% v/v],CO [% v/v],O2 [% v/v],N2 [% v/v],Ar [% v/v],He [% v/v],CO2 [% v/v],Run-up distance to detonation [mm],CJ detonation speed [m/s],Detonation induction lenght [m],Laminar flame speed [m/s],Expansion ratio ,Laminar flame thickness [m],Adiabatic flame temperature [K],Cp/Cv,Sound speed in burnt products [m/s],Sound speed in fresh mixture [m/s],Lewis (fuel),Lewis (Oxygen),Activation energy [J/kmol],Zeldovich number
444,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 2.2,Closed end,300,0.1,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,688.9777719493804,2.263477329508367802e+03,2.170736534286015374e-04,5.052633446594789746e+00,1.319818241003634540e+01,5.827693689851481951e-01,2.878091857484243519e+03,1.339501173984198878e+00,1.150191670564789320e+03,3.282346169087553562e+02,1.135874829887018045e+00,1.295562943135557976e+00,9.000776573443756206e+04,3.374326605412615532e+00
445,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 2.9,Closed end,300,0.1,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,405.2324437741789,2.263477329508367802e+03,2.170736534286015374e-04,5.052633446594789746e+00,1.319818241003634540e+01,5.827693689851481951e-01,2.878091857484243519e+03,1.339501173984198878e+00,1.150191670564789320e+03,3.282346169087553562e+02,1.135874829887018045e+00,1.295562943135557976e+00,9.000776573443756206e+04,3.374326605412615532e+00
446,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 4.0,Closed end,300,0.1,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,480.6832338863028,2.263477329508367802e+03,2.170736534286015374e-04,5.052633446594789746e+00,1.319818241003634540e+01,5.827693689851481951e-01,2.878091857484243519e+03,1.339501173984198878e+00,1.150191670564789320e+03,3.282346169087553562e+02,1.135874829887018045e+00,1.295562943135557976e+00,9.000776573443756206e+04,3.374326605412615532e+00
447,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 2.2,Closed end,300,0.15,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,589.9875418005378,2.282382639213413313e+03,1.405831452658388059e-04,5.031942124093872870e+00,1.335775340186272508e+01,3.955785150914870041e-01,2.923510448398943026e+03,1.339501173984197990e+00,1.156341081760726865e+03,3.282346169087550152e+02,1.135874829887002502e+00,1.295562943135534217e+00,8.436261636732984334e+04,3.115391516503836389e+00
448,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 2.9,Closed end,300,0.15,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,189.41053045701938,2.282382639213413313e+03,1.405831452658388059e-04,5.031942124093872870e+00,1.335775340186272508e+01,3.955785150914870041e-01,2.923510448398943026e+03,1.339501173984197990e+00,1.156341081760726865e+03,3.282346169087550152e+02,1.135874829887002502e+00,1.295562943135534217e+00,8.436261636732984334e+04,3.115391516503836389e+00
449,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 4.0,Closed end,300,0.15,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,175.73929578388322,2.282382639213413313e+03,1.405831452658388059e-04,5.031942124093872870e+00,1.335775340186272508e+01,3.955785150914870041e-01,2.923510448398943026e+03,1.339501173984197990e+00,1.156341081760726865e+03,3.282346169087550152e+02,1.135874829887002502e+00,1.295562943135534217e+00,8.436261636732984334e+04,3.115391516503836389e+00
450,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 2.2,Closed end,300,0.2,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,340.48259130548826,2.295906192417673537e+03,1.048557133517765457e-04,5.016302689991023023e+00,1.347520987832382566e+01,3.010613477938690052e-01,2.959185735919538274e+03,1.339501173984198212e+00,1.160802489496167254e+03,3.282346169087549015e+02,1.135874829887002280e+00,1.295562943135537992e+00,8.729137644987623207e+04,3.188924514949045275e+00
451,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 2.9,Closed end,300,0.2,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,80.49308242082509,2.295906192417673537e+03,1.048557133517765457e-04,5.016302689991023023e+00,1.347520987832382566e+01,3.010613477938690052e-01,2.959185735919538274e+03,1.339501173984198212e+00,1.160802489496167254e+03,3.282346169087549015e+02,1.135874829887002280e+00,1.295562943135537992e+00,8.729137644987623207e+04,3.188924514949045275e+00
452,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 4.0,Closed end,300,0.2,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,84.64362992590668,2.295906192417673537e+03,1.048557133517765457e-04,5.016302689991023023e+00,1.347520987832382566e+01,3.010613477938690052e-01,2.959185735919538274e+03,1.339501173984198212e+00,1.160802489496167254e+03,3.282346169087549015e+02,1.135874829887002280e+00,1.295562943135537992e+00,8.729137644987623207e+04,3.188924514949045275e+00
453,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 1.0,Closed end,300,0.25,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,102.47656164831568,2.306452023828978781e+03,8.352594175646167068e-05,4.994867956102011064e+00,1.357213966761402624e+01,2.428583979176749952e-01,2.987298390081908110e+03,1.339501173984197990e+00,1.164471577495581641e+03,3.282346169087549583e+02,1.135874829887000947e+00,1.295562943135534661e+00,8.523215699224475247e+04,3.087540937622592629e+00
454,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 2.2,Closed end,300,0.25,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,57.80115556524578,2.306452023828978781e+03,8.352594175646167068e-05,4.994867956102011064e+00,1.357213966761402624e+01,2.428583979176749952e-01,2.987298390081908110e+03,1.339501173984197990e+00,1.164471577495581641e+03,3.282346169087549583e+02,1.135874829887000947e+00,1.295562943135534661e+00,8.523215699224475247e+04,3.087540937622592629e+00
455,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 2.9,Closed end,300,0.25,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,59.68167447945052,2.306452023828978781e+03,8.352594175646167068e-05,4.994867956102011064e+00,1.357213966761402624e+01,2.428583979176749952e-01,2.987298390081908110e+03,1.339501173984197990e+00,1.164471577495581641e+03,3.282346169087549583e+02,1.135874829887000947e+00,1.295562943135534661e+00,8.523215699224475247e+04,3.087540937622592629e+00
456,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 4.0,Closed end,300,0.25,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,125.43687997383617,2.306452023828978781e+03,8.352594175646167068e-05,4.994867956102011064e+00,1.357213966761402624e+01,2.428583979176749952e-01,2.987298390081908110e+03,1.339501173984197990e+00,1.164471577495581641e+03,3.282346169087549583e+02,1.135874829887000947e+00,1.295562943135534661e+00,8.523215699224475247e+04,3.087540937622592629e+00
457,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 1.0,Closed end,300,0.3,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,62.4705657909081,2.315101886315516822e+03,6.871408252121834009e-05,4.988248404352962240e+00,1.365280784619158361e+01,2.043673104294155274e-01,3.010801120677908330e+03,1.339501173984197990e+00,1.167536004785293244e+03,3.282346169087549583e+02,1.135874829887000725e+00,1.295562943135533551e+00,8.846456309405899083e+04,3.182500639460517089e+00
458,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 2.2,Closed end,300,0.3,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,54.471001853264966,2.315101886315516822e+03,6.871408252121834009e-05,4.988248404352962240e+00,1.365280784619158361e+01,2.043673104294155274e-01,3.010801120677908330e+03,1.339501173984197990e+00,1.167536004785293244e+03,3.282346169087549583e+02,1.135874829887000725e+00,1.295562943135533551e+00,8.846456309405899083e+04,3.182500639460517089e+00
459,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 2.9,Closed end,300,0.3,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,58.93600784912235,2.315101886315516822e+03,6.871408252121834009e-05,4.988248404352962240e+00,1.365280784619158361e+01,2.043673104294155274e-01,3.010801120677908330e+03,1.339501173984197990e+00,1.167536004785293244e+03,3.282346169087549583e+02,1.135874829887000725e+00,1.295562943135533551e+00,8.846456309405899083e+04,3.182500639460517089e+00
460,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 4.0,Closed end,300,0.3,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,88.39392783167986,2.315101886315516822e+03,6.871408252121834009e-05,4.988248404352962240e+00,1.365280784619158361e+01,2.043673104294155274e-01,3.010801120677908330e+03,1.339501173984197990e+00,1.167536004785293244e+03,3.282346169087549583e+02,1.135874829887000725e+00,1.295562943135533551e+00,8.846456309405899083e+04,3.182500639460517089e+00
461,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 1.0,Closed end,300,0.35,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,71.35969693666192,2.322436687930606240e+03,5.889060635917757008e-05,4.981339089328093550e+00,1.372072550368293697e+01,1.765687963744613787e-01,3.030994945135060334e+03,1.339501173984197990e+00,1.170112217845498208e+03,3.282346169087549015e+02,1.135874829887001614e+00,1.295562943135534217e+00,8.159483760605330463e+04,2.918134530238969404e+00
462,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 2.2,Closed end,300,0.35,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,47.06339256513678,2.322436687930606240e+03,5.889060635917757008e-05,4.981339089328093550e+00,1.372072550368293697e+01,1.765687963744613787e-01,3.030994945135060334e+03,1.339501173984197990e+00,1.170112217845498208e+03,3.282346169087549015e+02,1.135874829887001614e+00,1.295562943135534217e+00,8.159483760605330463e+04,2.918134530238969404e+00
463,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 2.9,Closed end,300,0.35,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,55.23220320505828,2.322436687930606240e+03,5.889060635917757008e-05,4.981339089328093550e+00,1.372072550368293697e+01,1.765687963744613787e-01,3.030994945135060334e+03,1.339501173984197990e+00,1.170112217845498208e+03,3.282346169087549015e+02,1.135874829887001614e+00,1.295562943135534217e+00,8.159483760605330463e+04,2.918134530238969404e+00
464,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,10,1220,Closed/Closed,Rectangular,10 : 4.0,Closed end,300,0.35,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,66.91676659762336,2.322436687930606240e+03,5.889060635917757008e-05,4.981339089328093550e+00,1.372072550368293697e+01,1.765687963744613787e-01,3.030994945135060334e+03,1.339501173984197990e+00,1.170112217845498208e+03,3.282346169087549015e+02,1.135874829887001614e+00,1.295562943135534217e+00,8.159483760605330463e+04,2.918134530238969404e+00
465,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,20,1220,Closed/Closed,Rectangular,20 : 2.2,Closed end,300,0.1,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,539.3617021276596,2.263477329508367802e+03,2.170736534286015374e-04,5.052633446594789746e+00,1.319818241003634540e+01,5.827693689851481951e-01,2.878091857484243519e+03,1.339501173984198878e+00,1.150191670564789320e+03,3.282346169087553562e+02,1.135874829887018045e+00,1.295562943135557976e+00,9.000776573443756206e+04,3.374326605412615532e+00
466,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,20,1220,Closed/Closed,Rectangular,20 : 2.9,Closed end,300,0.1,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,608.5106382978722,2.263477329508367802e+03,2.170736534286015374e-04,5.052633446594789746e+00,1.319818241003634540e+01,5.827693689851481951e-01,2.878091857484243519e+03,1.339501173984198878e+00,1.150191670564789320e+03,3.282346169087553562e+02,1.135874829887018045e+00,1.295562943135557976e+00,9.000776573443756206e+04,3.374326605412615532e+00
467,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,20,1220,Closed/Closed,Rectangular,20 : 4.0,Closed end,300,0.1,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,842.5531914893616,2.263477329508367802e+03,2.170736534286015374e-04,5.052633446594789746e+00,1.319818241003634540e+01,5.827693689851481951e-01,2.878091857484243519e+03,1.339501173984198878e+00,1.150191670564789320e+03,3.282346169087553562e+02,1.135874829887018045e+00,1.295562943135557976e+00,9.000776573443756206e+04,3.374326605412615532e+00
468,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,20,1220,Closed/Closed,Rectangular,20 : 2.2,Closed end,300,0.15,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,284.04255319148945,2.282382639213413313e+03,1.405831452658388059e-04,5.031942124093872870e+00,1.335775340186272508e+01,3.955785150914870041e-01,2.923510448398943026e+03,1.339501173984197990e+00,1.156341081760726865e+03,3.282346169087550152e+02,1.135874829887002502e+00,1.295562943135534217e+00,8.436261636732984334e+04,3.115391516503836389e+00
469,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,20,1220,Closed/Closed,Rectangular,20 : 2.9,Closed end,300,0.15,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,377.6595744680851,2.282382639213413313e+03,1.405831452658388059e-04,5.031942124093872870e+00,1.335775340186272508e+01,3.955785150914870041e-01,2.923510448398943026e+03,1.339501173984197990e+00,1.156341081760726865e+03,3.282346169087550152e+02,1.135874829887002502e+00,1.295562943135534217e+00,8.436261636732984334e+04,3.115391516503836389e+00
470,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,20,1220,Closed/Closed,Rectangular,20 : 4.0,Closed end,300,0.15,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,508.5106382978723,2.282382639213413313e+03,1.405831452658388059e-04,5.031942124093872870e+00,1.335775340186272508e+01,3.955785150914870041e-01,2.923510448398943026e+03,1.339501173984197990e+00,1.156341081760726865e+03,3.282346169087550152e+02,1.135874829887002502e+00,1.295562943135534217e+00,8.436261636732984334e+04,3.115391516503836389e+00
471,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,20,1220,Closed/Closed,Rectangular,20 : 2.2,Closed end,300,0.2,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,162.76595744680856,2.295906192417673537e+03,1.048557133517765457e-04,5.016302689991023023e+00,1.347520987832382566e+01,3.010613477938690052e-01,2.959185735919538274e+03,1.339501173984198212e+00,1.160802489496167254e+03,3.282346169087549015e+02,1.135874829887002280e+00,1.295562943135537992e+00,8.729137644987623207e+04,3.188924514949045275e+00
472,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,20,1220,Closed/Closed,Rectangular,20 : 2.9,Closed end,300,0.2,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,148.936170212766,2.295906192417673537e+03,1.048557133517765457e-04,5.016302689991023023e+00,1.347520987832382566e+01,3.010613477938690052e-01,2.959185735919538274e+03,1.339501173984198212e+00,1.160802489496167254e+03,3.282346169087549015e+02,1.135874829887002280e+00,1.295562943135537992e+00,8.729137644987623207e+04,3.188924514949045275e+00
473,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,20,1220,Closed/Closed,Rectangular,20 : 4.0,Closed end,300,0.2,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,288.29787234042544,2.295906192417673537e+03,1.048557133517765457e-04,5.016302689991023023e+00,1.347520987832382566e+01,3.010613477938690052e-01,2.959185735919538274e+03,1.339501173984198212e+00,1.160802489496167254e+03,3.282346169087549015e+02,1.135874829887002280e+00,1.295562943135537992e+00,8.729137644987623207e+04,3.188924514949045275e+00
474,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,20,1220,Closed/Closed,Rectangular,20 : 1.0,Closed end,300,0.25,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,67.02127659574467,2.306452023828978781e+03,8.352594175646167068e-05,4.994867956102011064e+00,1.357213966761402624e+01,2.428583979176749952e-01,2.987298390081908110e+03,1.339501173984197990e+00,1.164471577495581641e+03,3.282346169087549583e+02,1.135874829887000947e+00,1.295562943135534661e+00,8.523215699224475247e+04,3.087540937622592629e+00
475,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,20,1220,Closed/Closed,Rectangular,20 : 2.2,Closed end,300,0.25,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,69.14893617021278,2.306452023828978781e+03,8.352594175646167068e-05,4.994867956102011064e+00,1.357213966761402624e+01,2.428583979176749952e-01,2.987298390081908110e+03,1.339501173984197990e+00,1.164471577495581641e+03,3.282346169087549583e+02,1.135874829887000947e+00,1.295562943135534661e+00,8.523215699224475247e+04,3.087540937622592629e+00
476,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,20,1220,Closed/Closed,Rectangular,20 : 2.9,Closed end,300,0.25,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,128.72340425531922,2.306452023828978781e+03,8.352594175646167068e-05,4.994867956102011064e+00,1.357213966761402624e+01,2.428583979176749952e-01,2.987298390081908110e+03,1.339501173984197990e+00,1.164471577495581641e+03,3.282346169087549583e+02,1.135874829887000947e+00,1.295562943135534661e+00,8.523215699224475247e+04,3.087540937622592629e+00
477,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,20,1220,Closed/Closed,Rectangular,20 : 4.0,Closed end,300,0.25,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,222.3404255319149,2.306452023828978781e+03,8.352594175646167068e-05,4.994867956102011064e+00,1.357213966761402624e+01,2.428583979176749952e-01,2.987298390081908110e+03,1.339501173984197990e+00,1.164471577495581641e+03,3.282346169087549583e+02,1.135874829887000947e+00,1.295562943135534661e+00,8.523215699224475247e+04,3.087540937622592629e+00
478,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,20,1220,Closed/Closed,Rectangular,20 : 1.0,Closed end,300,0.3,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,51.063829787234,2.315101886315516822e+03,6.871408252121834009e-05,4.988248404352962240e+00,1.365280784619158361e+01,2.043673104294155274e-01,3.010801120677908330e+03,1.339501173984197990e+00,1.167536004785293244e+03,3.282346169087549583e+02,1.135874829887000725e+00,1.295562943135533551e+00,8.846456309405899083e+04,3.182500639460517089e+00
479,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,20,1220,Closed/Closed,Rectangular,20 : 2.2,Closed end,300,0.3,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,54.25531914893622,2.315101886315516822e+03,6.871408252121834009e-05,4.988248404352962240e+00,1.365280784619158361e+01,2.043673104294155274e-01,3.010801120677908330e+03,1.339501173984197990e+00,1.167536004785293244e+03,3.282346169087549583e+02,1.135874829887000725e+00,1.295562943135533551e+00,8.846456309405899083e+04,3.182500639460517089e+00
480,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,20,1220,Closed/Closed,Rectangular,20 : 2.9,Closed end,300,0.3,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,63.829787234042556,2.315101886315516822e+03,6.871408252121834009e-05,4.988248404352962240e+00,1.365280784619158361e+01,2.043673104294155274e-01,3.010801120677908330e+03,1.339501173984197990e+00,1.167536004785293244e+03,3.282346169087549583e+02,1.135874829887000725e+00,1.295562943135533551e+00,8.846456309405899083e+04,3.182500639460517089e+00
481,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,20,1220,Closed/Closed,Rectangular,20 : 4.0,Closed end,300,0.3,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,186.17021276595744,2.315101886315516822e+03,6.871408252121834009e-05,4.988248404352962240e+00,1.365280784619158361e+01,2.043673104294155274e-01,3.010801120677908330e+03,1.339501173984197990e+00,1.167536004785293244e+03,3.282346169087549583e+02,1.135874829887000725e+00,1.295562943135533551e+00,8.846456309405899083e+04,3.182500639460517089e+00
482,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 2.2,Closed end,300,0.1,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,702.038696273211,2.263477329508367802e+03,2.170736534286015374e-04,5.052633446594789746e+00,1.319818241003634540e+01,5.827693689851481951e-01,2.878091857484243519e+03,1.339501173984198878e+00,1.150191670564789320e+03,3.282346169087553562e+02,1.135874829887018045e+00,1.295562943135557976e+00,9.000776573443756206e+04,3.374326605412615532e+00
483,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 2.9,Closed end,300,0.1,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,767.6438124918839,2.263477329508367802e+03,2.170736534286015374e-04,5.052633446594789746e+00,1.319818241003634540e+01,5.827693689851481951e-01,2.878091857484243519e+03,1.339501173984198878e+00,1.150191670564789320e+03,3.282346169087553562e+02,1.135874829887018045e+00,1.295562943135557976e+00,9.000776573443756206e+04,3.374326605412615532e+00
484,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 4.0,Closed end,300,0.1,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,942.8320997273079,2.263477329508367802e+03,2.170736534286015374e-04,5.052633446594789746e+00,1.319818241003634540e+01,5.827693689851481951e-01,2.878091857484243519e+03,1.339501173984198878e+00,1.150191670564789320e+03,3.282346169087553562e+02,1.135874829887018045e+00,1.295562943135557976e+00,9.000776573443756206e+04,3.374326605412615532e+00
485,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 2.2,Closed end,300,0.15,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,407.99571484222804,2.282382639213413313e+03,1.405831452658388059e-04,5.031942124093872870e+00,1.335775340186272508e+01,3.955785150914870041e-01,2.923510448398943026e+03,1.339501173984197990e+00,1.156341081760726865e+03,3.282346169087550152e+02,1.135874829887002502e+00,1.295562943135534217e+00,8.436261636732984334e+04,3.115391516503836389e+00
486,Li et al.,Flame propagation and detonation initiation distance of ethylene/ oxygen in narrow gap,2017,Applied Thermal Engineering,China,30,1220,Closed/Closed,Rectangular,30 : 2.9,Closed end,300,0.15,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,647.1075185040902,2.282382639213413313e+03,1.405831452658388059e-04,5.031942124093872870e+00,1.335775340186272508e+01,3.955785150914870041e-01,2.923510448398943026e+03,1.339501173984197990e+00,1.156341081760726865e+03,3.282346169087550152e+02,1.135874829887002502e+00,1.295562943135534217e+00,8.436261636732984334e+04,3.115391516503836389e+00
